acid,acname,asid,n_ae,first_date,last_date
C12565,シルクロード少年 ユート,C3888,27,2006-09-16,2007-03-24
C12567,ポケットモンスター ダイヤモンド＆パール,C1985,192,2006-09-28,2010-09-09
C12569,GALAXY ANGEL Ⅱ ギャラクシー エンジェる～ん,C2483,13,2006-10-02,2006-12-25
C12571,金色のコルダ ～primo passo～,C3890,25,2006-10-02,2007-03-26
C12573,Marginal Prince ─月桂樹の王子達─,C3891,13,2006-10-02,2006-12-25
C12575,ウサハナ 夢みるバレリーナ,C3892,7,2006-10-03,2006-12-26
C12577,D.Gray-man,C3893,103,2006-10-03,2008-09-30
C12579,ときめき メモリアル Only Love,C2330,25,2006-10-03,2007-03-27
C12581,パンプキン・シザーズ 帝国陸軍情報部第3課,C3894,24,2006-10-03,2007-03-18
C12583,BLACK LAGOON The Second Barrage,C3854,12,2006-10-03,2006-12-19
C12585,らぶドル Lovely Idol,C3895,12,2006-10-03,2006-12-19
C12587,ゴースト ハント,C3896,25,2006-10-04,2007-03-28
C12589,少年陰陽師,C3897,26,2006-10-04,2007-03-28
C12591,DEATH NOTE,C3898,39,2006-10-04,2007-06-27
C12593,ヤマトナデシコ七変化❤,C3899,25,2006-10-04,2007-03-28
C12595,RED GARDEN,C3901,22,2006-10-04,2007-03-14
C12597,銀河鉄道物語 ～永遠への分岐点～,C4312,24,2006-10-05,2007-03-29
C12599,人造昆虫カブトボーグVxV,C3902,52,2006-10-05,2007-10-11
C12601,スーパーロボット大戦 OG -ディバイン・ウォーズ-,C3903,26,2006-10-05,2007-03-29
C12603,蒼天の拳,C6792,22,2006-10-05,2007-03-15
C12605,武装錬金,C3904,26,2006-10-05,2007-03-29
C12607,夜明け前より瑠璃色な ─Crescent Love─,C3905,12,2006-10-05,2006-12-21
C12609,あさって の方向。,C3906,12,2006-10-06,2006-12-22
C12612,魔法食堂チャラポンタン,C3924,13,2006-11-01,2006-11-30
C12614,奏光のストレイン,C3925,13,2006-11-02,2007-02-15
C12616,TOKYO TRIBE 2,C3926,13,2006-11-12,2007-02-18
C12618,RGB ADVENTURE,C3927,10,2006-11-05,2007-01-21
C12620,うっかりペネロペ,C3928,26,2006-11-20,2006-12-25
C12622,すてき!さくらママ,C3930,18,2000-12-02,2001-03-31
C12626,ふしぎ大調査,C4228,20,2005-04-05,2006-03-07
C12628,超ぽじてぃぶ! ファイターズ 燃えるぜ焼けるぜ! シリーズ,C2858,26,2005-04-03,2005-09-25
C12630,おじゃる丸［第8期］,C2158,90,2005-04-04,2005-12-02
C12632,忍たま乱太郎［第13期］,C1462,58,2004-12-31,2005-06-20
C12635,クレイアニメ 太鼓の達人,C4227,13,2005-04-04,2005-06-27
C12637,ミカンせいじんの30秒学習,C4069,45,2005-04-04,2006-03-20
C12639,ドラえもん［新・第2期］,C2756,608,2005-04-15,2016-12-31
C12641,絶体絶命 でんぢゃらす じーさん [第3期],C4206,95,2005-04-18,2006-03-08
C12643,五味太郎 ことわざムービーズ,C2335,52,2005-04-19,2006-03-23
C12645,ななみちゃん ［第2期］,C2912,17,2005-06-17,2005-12-24
C12647,ももんがぁモン,C4234,10,2005-07-04,2013-04-17
C12655,ポケットモンスター ベストウイッシュ,C1985,86,2010-09-16,2012-06-14
C12657,ヒピラくん 原作/大友克洋,C3943,10,2009-12-21,2009-12-24
C12659,機動戦士ガンダム00[ダブルオー][第2期],C3257,27,2008-10-03,2009-03-29
C12663,カウボーイ ビバップ[WOWOW放送版],C2111,26,1998-10-24,1999-04-24
C12681,ドラえもん［新］,,224,1999-12-03,2005-03-18
C12701,ひとりでできるもん!［第1期］,C4048,99,1991-04-01,1992-04-20
C12715,スペースオズの冒険,C1368,26,1992-10-05,1993-04-04
C12729,カラオケ戦士 マイク次郎,C4084,20,1994-04-04,1995-03-13
C12757,あずきちゃん[第2期],C1740,39,1996-04-02,1997-01-21
C12759,バーチャファイター[第2期],C1793,11,1996-04-18,1996-06-27
C12769,あずきちゃん[第3期],C1740,39,1997-04-01,1998-03-17
C12771,はりもぐハーリー[第2期],C1892,60,1997-04-08,1997-06-27
C12783,超特急ヒカリアン JAPAN HIKARIAN RAILROAD[第2期],C1988,52,1998-04-01,1999-03-31
C12785,ようこそロードス島へ!,C1119,27,1998-04-01,1998-09-30
C12797,アニメ!! ピンカと海のお友達,C4126,23,1998-04-13,1998-09-21
C12799,忍たま 乱太郎 [第8期],C1462,83,1999-12-31,2000-07-24
C12801,いない いないばあっ!［第5期］,C4102,31,2000-12-11,2001-03-30
C12803,Slimy Monsters ANGJA MONGJA[第2期],C2099,13,2000-04-03,2000-09-18
C12805,タイニー トゥーンズ,C1164,14,2000-12-11,2000-12-30
C12811,イナズマあざらし,C4150,16,2001-02-10,2001-06-09
C12813,おじゃる丸[第4期],C2158,90,2001-04-02,2001-11-30
C12815,忍たま乱太郎［第9期］,C1462,85,2000-12-23,2001-11-23
C12817,［おどれ!タイポ］［第1期］,C4151,10,2001-04-02,2002-01-21
C12819,いない いない ばあっ!［第6期］,C4102,102,2001-04-02,2002-03-22
C12823,Popin,C4152,10,2001-04-03,2002-01-22
C12825,［ボキャレース］,C4153,10,2001-04-04,2002-01-23
C12827,Yum. Yum. Yummy［第1期］,C4154,10,2001-04-05,2002-01-24
C12829,トッポとロージー,C4157,17,2001-04-07,2001-07-28
C12831,いない いない ばあっ!［第10期］,C4102,91,2005-04-04,2006-03-03
C12833,ポキポキ アニメ,C4229,9,2005-04-05,2006-02-22
C12835,ウキウキ わんちゃんず,C4230,46,2005-04-06,2006-03-29
C12837,オトナ語の謎。,C4231,24,2005-04-08,2005-09-30
C12838,だぁ!だぁ!だぁ! ［第2期］,C2364,41,2001-04-10,2002-02-26
C12840,Mr.Digital TOKORO the comical cartoon [第2期],C2403,120,2001-04-17,2001-09-29
C12844,ムービングマンガ劇場 恐怖の夢路館,C4159,4,2001-06-01,2001-12-28
C12846,兼本さん宅,C4160,31,2001-06-03,2001-12-30
C12848,ミニモニ。やるのだぴょん,C4161,66,2001-06-04,2001-10-26
C12850,伝説のワニ ジェイク,C4162,25,2001-07-01,2001-12-23
C12852,納涼発明大学 ～エジソンになれなかった男達～,C4163,9,2001-08-04,2001-09-29
C12856,クレヨンまる,C4164,25,2001-10-03,2002-03-27
C12858,バブーファクトリー,C4165,23,2001-10-07,2002-03-31
C12860,スマアニメ,C4166,26,2001-10-20,2002-12-07
C12870,火星は ぼくらの惑星だ!,C4177,2,2002-01-03,2002-01-03
C12874,いない いない ばあっ!［第7期］,C4102,100,2002-04-01,2003-03-21
C12876,でこぼこフレンズ,C4180,141,2002-04-01,2009-01-12
C12878,Popin［第2期］,C4152,4,2002-04-02,2002-10-22
C12880,［ボキャレース］［第2期］,C4153,6,2002-04-03,2002-10-23
C12882,クレヨンまるの ミラクルおえかき,C4164,31,2002-04-03,2002-10-30
C12884,Yum. Yum. Yummy[第2期],C4154,6,2002-04-04,2002-10-24
C12888,レッチュ ゲッチュ サルゲッチュ,C4182,76,2002-04-08,2002-09-30
C12890,FRAMY,C4183,7,2003-12-03,2006-09-20
C12892,バブーファクトリー［第2期］,C4165,17,2002-04-27,2002-09-29
C12894,TO-FU OYAKO,C4184,12,2002-07-01,2002-11-18
C12896,よばれてとびでて! アクビちゃん［第2期］,C1956,13,2002-10-01,2002-11-11
C12900,宇宙大作戦チョコベーダー,C4185,27,2002-10-05,2003-04-12
C12902,りぜるまいん［第2期］,C2587,12,2002-10-06,2002-12-22
C12904,ZoomZoo [キャラクター],C4186,12,2002-12-04,2003-02-12
C12906,ZoomZoo [ストーリー],C4186,23,2003-01-22,2003-08-20
C12908,ゴールド マッスル[改],C2639,10,2003-02-15,2003-03-01
C12910,DigiGirlデジガールPOP!STRAWBERRY ＆ POP MIX FLAVOR,C4197,26,2003-02-17,2003-08-11
C12914,マーメイドメロディー ぴちぴちピッチ,C4199,52,2003-04-05,2004-03-27
C12917,［おどれ!タイポ］［第3期］,C4151,6,2003-04-07,2004-03-01
C12919,いない いない ばあっ!［第8期］,C4102,85,2003-04-07,2004-03-05
C12921,てれび絵本,C4201,453,2003-04-07,2016-11-10
C12923,10本アニメ,C4202,23,2003-04-08,2013-09-14
C12925,Yum. Yum. Yummy[第3期],C4154,5,2003-04-08,2003-09-09
C12927,ayupan不思議の扉,C4203,19,2003-05-11,2003-09-28
C12929,ケロケロキングデラックス プラス,C2465,30,2003-06-16,2003-07-25
C12931,Low Brow,C4204,1,2003-07-19,2003-07-19
C12933,えいごでいっしょ! WAKU★WAKU ペンギー★,C4205,13,2004-04-12,2004-07-05
C12935,D.C. サイドエピソード,C2739,13,2003-08-24,2003-11-23
C12937,R.O.D THE TV,C2549,26,2003-09-01,2004-03-16
C12939,ミニモニ。じゃてーびぃー,C4161,15,2003-09-08,2003-09-26
C12941,GAD GUARD ［完全版］,C2729,26,2003-09-04,2003-12-30
C12943,絶体絶命 でんぢゃらす じーさん ［第1期］,C4206,75,2003-09-16,2004-04-05
C12945,トムトム★ブー,C4207,26,2003-10-06,2005-12-12
C12947,ハムハムとボク,C4208,48,2003-10-06,2004-09-06
C12951,ぱずりーず,C4210,20,2003-12-29,2005-02-05
C12958,みさきクロニクル ダイバージェンス・イヴ,C2692,13,2004-01-03,2004-03-27
C12963,どうする? ゆうきくん,C4214,48,2004-04-05,2009-02-16
C12969,CHIBIMARU,C4216,25,2004-10-05,2005-03-29
C12971,CITRUS TOWN,C4217,4,2004-11-06,2004-11-27
C12973,ON THE WAY COMEDY 道草,C4218,88,2004-11-06,2005-04-02
C12975,桂三枝の アニメで一席,C4219,4,2004-11-08,2004-11-11
C12977,PiNMeN ［リワーク］,C4220,8,2004-12-03,2005-03-11
C12979,THE WITCH VILLAGE STORY,C4221,24,2005-01-09,2005-06-19
C12983,ゴキブリ ちゃん,C4224,20,2005-03-21,2005-03-30
C12985,せかいのえほん,C4225,25,2005-03-29,2006-02-28
C12987,今日から〔○マ〕王!［第2期］,C2853,48,2005-04-02,2006-03-18
C12990,OH!くんアニメスペシャル OH!くんの OH!きな世界,C4235,6,2005-07-30,2005-08-06
C12992,Death Panda,C4264,8,2006-11-25,2007-03-17
C12994,トントンあったとにいがたの昔ばなし[第4期],C2790,26,2006-12-03,2007-02-25
C12996,太陽クラブ名作劇場恋の食べものがたり,C4265,4,2006-12-03,2007-12-03
C13000,聖闘士星矢冥王 ハーデス冥界編[後章],C6890,6,2006-01-21,2006-12-15
C13002,もっともっと兼本さん宅[石川番外篇],C4160,3,2006-12-21,2007-01-25
C13004,Rozen Maiden oüverture,C2927,2,2006-12-23,2006-12-24
C13006,Winter Garden,C2313,2,2006-12-23,2006-12-24
C13010,本マグロトロ太郎,C4294,26,2007-07-07,2008-03-29
C13012,ちょぼっと☆ちょボット,C4295,39,2007-07-07,2008-03-29
C13016,シコロボ,C4297,37,2007-07-07,2008-03-22
C13018,なぞなぞう,C4298,5,2007-07-09,2007-07-13
C13020,やさい おうこく ものがたり,C4299,10,2007-07-23,2007-09-24
C13022,東京魔人學園剣風帖 龍* 第弐幕,C3137,12,2007-07-27,2007-10-12
C13024,絶体絶命でんぢゃらすじーさん～おはスタ夏の特別編～,C4206,5,2007-07-30,2007-08-03
C13026,こちら葛飾区亀有公園前派出所 シートン探検隊!隅田川の誓い～思い出の白い鯨を探せ!～,C6832,2,2007-08-05,2007-08-12
C13030,MOONLIGHTMILE2ndシーズン Touch down,C3153,15,2007-08-25,2007-12-13
C13031,猫ラーメン,C4271,13,2006-12-29,2007-03-23
C13033,オリーブさんとモルダウ,C4272,1,2006-12-17,2006-12-17
C13037,闘牌伝説 アカギ 闇に舞い降りた天才 特別編,C3062,4,2007-01-01,2007-01-01
C13042,かくざ父さん,C4275,11,2007-01-15,2007-03-26
C13044,アームズラリー,C4276,11,2007-01-15,2007-03-26
C13046,電脳戦士 土管くん,C4277,11,2007-01-15,2007-03-26
C13048,30秒ケッ作げきじょうその時、彼らは思った。,C4278,11,2007-01-15,2007-03-26
C13050,オリガのロシア語講座,C4280,11,2007-01-15,2007-03-26
C13052,キラキラ小学生セレブちゃん,C4281,11,2007-01-15,2007-03-26
C13056,ビーンワールド,C4282,13,2007-01-19,2007-04-18
C13058,人形アニメーションリカちゃん,C1140,12,2007-02-12,2007-02-27
C13060,日本裏社会の首領＊喝老人 *[ドン],C4283,82,2007-02-17,2008-09-29
C13062,彩雲国物語[総集編]彩雲国絵巻,C3851,9,2007-03-03,2007-09-08
C13064,コロコロアニマル,C4284,60,2007-03-22,2007-07-27
C13066,忍たま 乱太郎[第15期],C1462,53,2007-04-02,2007-06-12
C13068,おじゃる丸[第10期],C2158,91,2007-04-02,2007-11-30
C13070,[おかあさんと あそぼっ!] きょうの おはなし,C4285,15,2007-04-02,2007-06-20
C13071,ななみちゃんのわくわくどうぶつえん,C2912,13,2005-08-23,2006-08-21
C13073,超ぽじてぃぶ! ファイターズ超ぽじてぃぶ ファイターズ 11魔人!篇,C2858,25,2005-10-02,2006-03-26
C13075,スチーム係長 STEAM HEAD,C4237,15,2005-10-03,2006-03-26
C13077,キララと一緒に ふしぎ探検,C4238,8,2005-10-04,2006-01-10
C13081,FNS地球特捜隊 ダイバスター［シリーズ］,C3031,167,2005-10-30,2009-09-25
C13085,ぴよだまり,C4240,4,2005-11-24,2005-12-05
C13087,CG侍,C4241,13,2005-12-02,2006-03-10
C13089,トントンあったと にいがたの昔ばなし［第3期］,C2790,26,2005-12-03,2006-02-25
C13091,メジャー[第2期],C2936,30,2005-12-10,2007-01-03
C13093,聖闘士星矢 冥王ハーデス冥界編 [前章],C6890,6,2005-12-17,2006-02-18
C13095,よみきかせ日本昔ばなし,C4242,24,2006-01-09,2006-04-03
C13097,クレイアニメ 太鼓の達人[第2期],C4227,13,2005-12-26,2006-04-03
C13103,山さんと山ちゃん[山ちゃんと山さん][山さと山ちゃん］,C4245,14,2006-04-01,2007-01-27
C13105,忍たま 乱太郎[第14期],C1462,50,2006-04-03,2006-06-09
C13107,おじゃる丸[第9期],C2158,90,2006-04-03,2006-12-04
C13109,いない いない ばあっ! [第11期],C4102,90,2006-04-03,2007-03-02
C13111,パンツ コインちゃん,C2943,15,2006-04-03,2006-06-13
C13113,鷹の爪[THE FROGMAN SHOW],C4246,12,2006-04-06,2006-11-05
C13114,古墳ギャルの Coffy[THE FROGMAN SHOW],C4247,11,2006-04-06,2006-06-15
C13116,理科5年ふしぎワールド,C4248,20,2006-04-06,2007-03-07
C13118,おでんくん The Adventure of Oden-kun [第2期],C3015,33,2006-03-03,2006-12-29
C13120,南の島の小さな飛行機 バーディー[第2期],C3077,60,2006-01-04,2006-11-04
C13122,モンチッチとあいちゃんのベビチッチえいご,C2992,24,2006-04-10,2006-12-18
C13124,理科6年ふしぎ情報局,C4248,20,2006-04-12,2007-03-07
C13126,チビナックス,C4249,25,2006-04-13,2006-09-28
C13128,ツバサ・クロニクル 年代記［第2期］,C3017,28,2006-04-29,2006-12-31
C13130,機動戦士 ガンダム S［シード］ DESTINY ［総集編］砕かれた世界,C2646,2,2006-05-03,2006-05-04
C13132,みんなのぶた,C4250,13,2006-05-20,2007-03-31
C13134,ぼてじん,C4251,14,2006-05-31,2009-03-04
C13138,機動戦士 ガンダム S［シード］ DESTINY ［総集編］それぞれの剣,C2646,2,2006-07-27,2006-07-28
C13140,ななみちゃん[第3期],C2912,19,2006-07-25,2006-12-23
C13144,まるだし先生,C4253,2,2006-08-12,2006-08-26
C13154,太陽の黙示録,C4257,4,2006-09-17,2006-09-18
C13156,モッタイナイナイ ムッピといっしょ,C4258,13,2006-10-02,2006-10-24
C13158,砂沙美☆魔法少女クラブ ～シーズン2～,C1430,13,2006-10-05,2007-01-11
C13164,独占取材 私だけが知っている小泉純一郎,C4261,5,2006-10-08,2006-10-08
C13166,機動戦士 ガンダム S［シード］ DESTINY ［総集編］運命［さだめ］の業火,C2646,1,2006-10-09,2006-10-09
C13168,Funny Pets [第2期],C3804,11,2006-10-09,2006-12-18
C13170,ケンちゃんの 晩めし前!,C4262,375,2006-10-09,2008-03-31
C13172,モリゾー・キッコロ 地球環境の旅,C2841,9,2006-10-12,2007-05-05
C13174,じじょうのうた,C4263,11,2006-11-18,2007-11-18
C13176,メジャー[第3期],C2936,27,2007-01-06,2007-06-30
C13180,めがね番長,C4274,4,2007-01-13,2007-02-03
C13182,いない いない ばあっ! [第12期],C4102,110,2007-04-02,2008-03-28
C13184,メジャー[第4期],C2936,26,2008-01-05,2008-06-28
C13189,絶対正義ラブフェロモン[あかほり外道アワー らぶげ],C4346,13,2005-07-05,2005-09-27
C13191,HUNTER × HUNTER[新],C2136,149,2011-10-02,2014-09-24
C13194,MARVEL WOLVERINE,C4471,13,2010-12-24,2011-03-25
C13198,ぬらりひょんの孫 ～千年魔京～,C3681,26,2011-07-05,2011-12-27
C13199,Rio -Rainbow Gate!-,C4524,13,2011-01-04,2011-03-29
C13201,SKET DANCE,C4525,77,2011-04-07,2012-09-27
C13203,ぜんまい ざむらい [10分版],C3821,41,2007-04-02,2009-01-09
C13205,味楽る!ミミカ[第3期],C3825,18,2008-04-04,2009-03-13
C13207,きょうの料理 ビギナーズ [第2期],C4287,96,2008-03-31,2009-03-11
C13211,U.H.O.フューチャーレスキュー2061U.H.Oレポート,C2946,5,2008-04-02,2008-05-28
C13213,今日からマ*王![第3期],C2853,41,2008-04-03,2009-02-19
C13215,きらりん☆レボリューションSTAGE3,C3849,51,2008-04-04,2009-03-27
C13217,おでんくんThe Adventure of Oden-kun[第4期],C3015,39,2008-04-04,2009-02-27
C13219,attacked kuma3[第2期],C3322,25,2008-04-05,2008-09-27
C13221,たたかえ! 土管くん,C4277,26,2008-04-05,2008-09-27
C13225,てんてこししまい君,C4320,26,2008-04-05,2008-09-27
C13227,はなけろどんぐりころころエコろころ,C4293,51,2008-04-05,2009-03-28
C13229,Dofusドフス★12の世界★ドフス アンド フレンズ,C4321,13,2008-04-05,2008-06-28
C13231,メガネコ,C4322,16,2008-04-05,2009-01-17
C13233,レオナルド博士 と キリン村のなかま でしょ,C4316,26,2000-09-27,2008-09-20
C13235,本マグロトロ太郎TV,C4294,25,2008-04-05,2009-03-28
C13237,こちら葛*飾区亀有公園前派出所[4月SP],C6832,2,2008-04-06,2008-04-13
C13240,南の島の小さな飛行機バーディー（第3期）,C3077,44,2007-04-02,2007-11-07
C13242,白い本,C4286,6,2007-04-02,2012-12-24
C13244,味楽る!ミミカ[第2期],C3825,19,2007-04-06,2008-03-24
C13246,きょうの料理ビギナーズ,C4287,96,2007-04-02,2008-03-13
C13248,巨人の星【特別編】父 一徹,C1578,13,2007-04-03,2007-06-26
C13250,おでんくん The Adventure of Oden-kun [第3期],C3015,27,2007-04-06,2007-11-30
C13252,彩雲国物語[第2期],C3851,42,2007-04-07,2008-03-08
C13254,モリゾー・キッコロ 森へいこうよ!,C2841,165,2007-04-07,2010-11-21
C13256,ウエルベールの物語Sisters of Wellber,C4288,13,2007-04-04,2007-06-27
C13258,優しさと感動のこだま,C4289,50,2007-04-11,2008-03-19
C13260,チビナックス2.0,C4249,25,2007-04-07,2007-09-29
C13262,水野キングダム❤パワーパフガールズ,C3866,1,2007-04-21,2007-04-21
C13264,タチコマな日々,C1799,12,2007-05-02,2008-04-13
C13266,AFROSAMURAI,C3272,5,2007-05-03,2007-05-04
C13269,復活! じゃないよ!? ウゴ・ウゴ ルーガ スペシャル,C4069,15,2007-05-18,2007-05-25
C13271,王さまものがたり,C4291,8,2007-05-21,2016-11-11
C13273,ななみちゃん[第4期],C2912,17,2007-05-24,2007-09-14
C13275,やっこはん姉妹きぬやっこ もめんやっこ,C3288,5,2007-06-25,2007-06-29
C13277,ウスペラーズ,C4292,5,2007-07-02,2007-07-06
C13279,ご存知!かくざ父さん,C4275,26,2007-07-07,2007-12-31
C13281,はなけろ～ペンペン村のまごころ屋～,C4293,13,2007-07-07,2007-09-29
C13283,進め!! 土管くん,C4277,13,2007-07-07,2007-09-29
C13288,こちら葛飾区亀有公園前派出所 両さんの寿司食いねぇ!～頂上マグロ対決!!～,C6832,2,2007-09-30,2007-10-07
C13290,スイスイ! フィジー!,C4302,104,2007-10-04,2008-04-12
C13292,はなけろ くるりん島のなかまたち,C4293,13,2007-10-06,2007-12-31
C13294,ネコべん,C4303,7,2007-10-06,2007-12-31
C13296,音楽の墓場,C4304,8,2007-10-06,2007-11-24
C13298,先生のチョンマゲアッパレひでよしくん,C4305,13,2007-10-06,2007-12-31
C13300,Baikin-kun,C4306,26,2007-10-06,2008-03-29
C13302,ピテカント,C4307,12,2007-10-06,2007-12-22
C13304,筋肉学園,C4308,26,2007-10-06,2008-03-29
C13306,土管くん[何かの]絵描き歌,C4277,13,2007-10-06,2007-12-31
C13308,私が出会った“知られざる”島根県,C4309,3,2007-10-07,2007-10-07
C13310,天下統一 CG将軍,C4310,11,2007-10-27,2007-10-27
C13312,星新一ショートsHORT劇場,C4311,5,2007-11-11,2007-11-11
C13314,さぁイコー!たまごっち,C2038,12,2007-12-01,2008-02-16
C13316,みんなのうた♪絵本シアター,C5204,3,2007-12-24,2007-12-25
C13320,夢をかなえるゾウ,C4475,12,2009-01-13,2009-12-27
C13322,ダンボール 戦機,C4476,46,2011-03-02,2012-01-11
C13323,ともだち8にん,C4550,109,2011-03-28,2013-11-18
C13325,ドラゴンクライシス!,C4551,12,2011-01-12,2011-03-30
C13330,ウエルベールの物語 Sisters of Wellber 第二幕,C4288,13,2008-01-02,2008-03-26
C13332,PooPooKids,C4314,13,2008-01-05,2008-03-29
C13334,はなけろ 虹の国のシエル姫,C4293,13,2008-01-05,2008-03-29
